campo|business_term|spiegazione|obbligatorio|numerosità|condizionalità|offset|lunghezza
Motif d'exonération de la TVA|BT-120|TEXTE||0..1|BR-FR-MAP-08 : Franchise en base@@@@@@Si une facture contient un bloc de détail TVA (BG-23) contenant un code Categorie BT-118 = "E" ET un code VATEX BT-121 = "VATEX-FR-FRANCHISE", ALORS@@@l'action à opérer dans le flux 1 est la suivante : @@@- transcoder la BT-118 en "Z"@@@- supprimer VATEX BT-121 et la raison en texte BT-120, si présentes	BR-FR-MAP-18 : TRONQUER A 1024 Caractères@@@@@@Si la longueur de la donnée fait plus de1024 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 1024 premiers caractères à gauche et supprimer au delàche	BR-FR-MAP-09 : Franchise en base@@@@@@Si une facture contient un bloc de détail TVA (BG-23) contenant un code Categorie BT-118 = "E" ET un code VATEX BT-121 = "VATEX-FR-FRANCHISE", alors il faut transcoder la BT-118 en "Z" et ne pas transmettre le code VATEX BT-121, ni la raison en texte BT-120, si présente, dans le flux 10.1 (TT-56)	BR-FR-MAP-18 : TRONQUER A 1024 Caractères@@@@@@Si la longueur de la donnée fait plus de1024 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 1024 premiers caractères à gauche et supprimer au delàche|<VENTILATION DE LA TVA> <Motif d'exonération de la TVA>|1024
Code de motif d'exonération de la TVA|BT-121|CODE||0..1|BR-FR-MAP-08 : Franchise en base@@@@@@Si une facture contient un bloc de détail TVA (BG-23) contenant un code Categorie BT-118 = "E" ET un code VATEX BT-121 = "VATEX-FR-FRANCHISE", ALORS@@@l'action à opérer dans le flux 1 est la suivante : @@@- transcoder la BT-118 en "Z"@@@- supprimer VATEX BT-121 et la raison en texte BT-120, si présentes	BR-FR-MAP-09 : Franchise en base@@@@@@Si une facture contient un bloc de détail TVA (BG-23) contenant un code Categorie BT-118 = "E" ET un code VATEX BT-121 = "VATEX-FR-FRANCHISE", alors il faut transcoder la BT-118 en "Z" et ne pas transmettre le code VATEX BT-121, ni la raison en texte BT-120, si présente, dans le flux 10.1 (TT-56)|<VENTILATION DE LA TVA> <Code de motif d'exonération de la TVA>|30
DOCUMENTS JUSTIFICATIFS ADDITIONNELS|BG-24|||0..n||<DOCUMENTS JUSTIFICATIFS ADDITIONNELS>|
Référence de document justificatif|BT-122|REFERENCE DU DOCUMENT|X|1..1||<DOCUMENTS JUSTIFICATIFS ADDITIONNELS> <Référence de document justificatif>|
Description de document justificatif|BT-123|TEXTE||0..1|BR-FR-17 : Document Justificatif@@@@@@Pour qualifier les Pièces jointes, les codes suivants peuvent être utilisés :@@@RIB : pour un RIB (qui contient l'IBAN / N° de compte + nom de Titulaire)@@@LISIBLE : pour LA REPRÉSENTATION LISIBLE COMPLÈTE DE LA FACTURE.@@@FEUILLE_DE_STYLE : pour le feuille de style permettant de créer une représentation lisible@@@PJA : pour une pièce jointe additionnelle@@@BORDEREAU_SUIVI : pour un bordereau de suivi@@@DOCUMENT_ANNEXE : pour un document annexe@@@BON_LIVRAISON :  un bon de livraison@@@BON_COMMANDE: pour un Bon de Commande@@@BORDEREAU_SUIVI_VALIDATION : pour un bordereau de suivi et validation@@@ETAT_ACOMPTE : pour un Etat d'acompte@@@FACTURE_PAIEMENT_DIRECT : pour une facture de sous-traitant à payer en direct@@@RECAPITULATIF_COTRAITANCE : pour lister l'ensemble des factures de co-traitance à traiter ensemble. 	BR-FR-18 : Document Justificatif@@@@@@Il ne peut pas y avoir deux Documents additionnels (BG-24) pour lesquels la description BT-123 est égale à LISIBLE|<DOCUMENTS JUSTIFICATIFS ADDITIONNELS> <Description de document justificatif>|
Emplacement de document externe|BT-124|TEXTE||0..1||<DOCUMENTS JUSTIFICATIFS ADDITIONNELS> <Emplacement de document externe>|
Document joint|BT-125|OBJET BIN||0..1||<DOCUMENTS JUSTIFICATIFS ADDITIONNELS> <Document joint>|
Code MIME du document joint|BT-125-1|CODE|X|1..1||<DOCUMENTS JUSTIFICATIFS ADDITIONNELS> <Document joint> <Code MIME du document joint>|
Nom de fichier du document joint|BT-125-2|TEXTE|X|1..1||<DOCUMENTS JUSTIFICATIFS ADDITIONNELS> <Document joint> <Nom de fichier du document joint>|
LIGNE DE FACTURE|BG-25||X|1..n|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE>|
Identifiant de ligne de facture|BT-126|IDENTIFIANT|X|1..1||<LIGNE DE FACTURE> <Identifiant de ligne de facture>|
Note de ligne de facture|BT-127-00|||0..n|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <Note de ligne de facture>|
Code sujet de la note de ligne|EXT-FR-FE-183|CODE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <Note de ligne de facture> <Code sujet de la note de ligne>|3
Note de ligne de facture|BT-127|TEXTE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-18 : TRONQUER A 1024 Caractères@@@@@@Si la longueur de la donnée fait plus de1024 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 1024 premiers caractères à gauche et supprimer au delàche|<LIGNE DE FACTURE> <Note de ligne de facture> <Note de ligne de facture>|1024;1024
Identifiant d'objet de ligne de facture|BT-128|IDENTIFIANT||0..n||<LIGNE DE FACTURE> <Identifiant d'objet de ligne de facture>|
Identifiant du schéma|BT-128-1|IDENTIFIANT||0..1||<LIGNE DE FACTURE> <Identifiant d'objet de ligne de facture> <Identifiant du schéma>|
Quantité facturée|BT-129|QUANTITE|X|1..1|BR-FR-DEC-02 : Quantité 19,4@@@@@@La quantité facturée dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 4 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <Quantité facturée>|19.4;19.4
Code de l'unité de mesure de la quantité facturée|BT-130|CODE|X|1..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <Code de l'unité de mesure de la quantité facturée>|3
Montant net de ligne de facture|BT-131|MONTANT|X|1..1|BR-FR-DEC-01 : Montant 19,2@@@@@@Le montant dans une facture est exprimé par un nombre sur 19 positions, et ne peut comporter plus de 2 décimales.@@@Le séparateur entre le nombre entier et les décimales est un point (« . »).@@@Le signe « - » devant le montant compte comme un caractère.@@@Si le nombre total de chiffres du nombre (partie entière et partie décimale comprises) dépasse 19 caractères, le montant sera rejeté. Le séparateur (« . ») n'est pas comptabilisé dans les 19 caractères.|<LIGNE DE FACTURE> <Montant net de ligne de facture>|19.2
Identifiant de la commande générée par l'acheteur|EXT-FR-FE-135|TEXTE||0..1||<LIGNE DE FACTURE> <Identifiant de la commande générée par l'acheteur>|
Référence de ligne de bon de commande référencée|BT-132|REFERENCE DU DOCUMENT||0..1||<LIGNE DE FACTURE> <Référence de ligne de bon de commande référencée>|
Référence comptable de l'acheteur de la ligne de facture|BT-133|TEXTE||0..1||<LIGNE DE FACTURE> <Référence comptable de l'acheteur de la ligne de facture>|
AJOUT REFERENCE A FACTURE ANTERIEURE EN LIGNE (permet de gérer les reprises en ligne, notamment sur factures d'acompte)|EXT-FR-FE-BG-06|||0..1|BR-FR-CO-05 : Codestypes documents@@@@@@Si le codetype de la facture (BT-3) est dans la liste suivante :@@@@@@Avoirs :@@@- Avoir auto-facturé (261)@@@- Avoir (381)@@@- Avoir affacturé (396)@@@- Avoir auto-facturé affacturé (502) (*)@@@- Avoir de facture d'acompte (503) (*)@@@@@@Alors AU MOINS une Référence à une facture antérieure (BT-25) DOIT être présente ainsi que sa Date (BT-26) OU BIEN une Référence à une facture antérieure en ligne (EXT-FR-FE-136) DOIT être présente DANS CHAQUE ligne (BG-25), ainsi que sa date (EXT-FR-FE-138)	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <AJOUT REFERENCE A FACTURE ANTERIEURE EN LIGNE (permet de gérer les reprises en ligne, notamment sur factures d'acompte)>|
ID de la facture antérieure|EXT-FR-FE-136|REFERENCE DU DOCUMENT||0..1|BR-FR-01 : ID de facture 35 Caractères@@@@@@L'identifiant de facture DOIT ÊTRE limité à 35 caractères	BR-FR-02 : ID de facture caractères autorisés@@@@@@L'Identifiant de facture (BT-1) est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- signe "+"@@@- tiret bas (underscore : "_")@@@- barre oblique (slash : "/")	BR-FR-CO-05 : Codestypes documents@@@@@@Si le codetype de la facture (BT-3) est dans la liste suivante :@@@@@@Avoirs :@@@- Avoir auto-facturé (261)@@@- Avoir (381)@@@- Avoir affacturé (396)@@@- Avoir auto-facturé affacturé (502) (*)@@@- Avoir de facture d'acompte (503) (*)@@@@@@Alors AU MOINS une Référence à une facture antérieure (BT-25) DOIT être présente ainsi que sa Date (BT-26) OU BIEN une Référence à une facture antérieure en ligne (EXT-FR-FE-136) DOIT être présente DANS CHAQUE ligne (BG-25), ainsi que sa date (EXT-FR-FE-138)	BR-FR-MAP-01 : ID de facture caractères autorisés@@@@@@Pour la constitution du flux 1 ou 10.1, flux 6 pour le PPF, l'identifiant de facture est réduit à 20 caractères s'il en contient plus de 20, de la façon suivante :@@@- Troncature à 19 caractères à droite@@@- ajout d'un "T" à gauche pour signifier la troncature@@@Exemple : 987654321-123456782-F202500125 donne T23456782-F202500125|<LIGNE DE FACTURE> <AJOUT REFERENCE A FACTURE ANTERIEURE EN LIGNE (permet de gérer les reprises en ligne, notamment sur factures d'acompte)> <ID de la facture antérieure>|20;35
Type de facture antérieure|EXT-FR-FE-137|CODE||0..1|BR-FR-04 : Codes types documents@@@@@@Les codes types de documents pour une facture sont les suivants:@@@Factures simples :@@@- Facture commerciale (380)@@@- Facture auto-facturée (389)@@@- Facture affacturée (393)@@@- Facture auto-facturée affacturée (501) (*)@@@@@@Factures d'acompte :@@@- Facture d'acompte (386)@@@- Facture d’acompte auto-facturée (500) (*)@@@@@@Factures rectificatives :@@@- Facture rectificative (384)@@@- Facture rectificative auto-facturée ( 471) (*)@@@- Facture rectificative affacturée (472) (*)@@@- Facture rectificative auto-facturée affacturée ( 473)  (*)@@@@@@Avoirs :@@@- Avoir auto-facturé (261)@@@- Avoir pour Remise Globale (262)@@@- Avoir (381)@@@- Avoir affacturé (396)@@@- Avoir auto-facturé affacturé (502) (*)@@@- Avoir de facture d'acompte (503) (*)@@@@@@Les autres types de factures définis dans la norme (UNTDID 1001) ne doivent pas être utilisés.@@@/!\ : (*) En attente de l'intégration des codes par la maintenance EN16931|<LIGNE DE FACTURE> <AJOUT REFERENCE A FACTURE ANTERIEURE EN LIGNE (permet de gérer les reprises en ligne, notamment sur factures d'acompte)> <Type de facture antérieure>|
Date de facture antérieure|EXT-FR-FE-138|DATE||0..1|BR-FR-03 : Date entre 2000 et 2099@@@@@@L'année d'une date DOIT ETRE comprise entre 2000 et 2099	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-23 : Format Date@@@@@@Dans le flux 10.0, les dates sont au format AAAMMJJ@@@DONC, pour les flux 2, 8, et 9 sous syntaxe UBL, il faut supprimer les "-"@@@EXEMPLE : 2025-02-12 devient 20250212|<LIGNE DE FACTURE> <AJOUT REFERENCE A FACTURE ANTERIEURE EN LIGNE (permet de gérer les reprises en ligne, notamment sur factures d'acompte)> <Date de facture antérieure>|ISO
N° de ligne de facture antérieure|EXT-FR-FE-139|IDENTIFIANT||0..1||<LIGNE DE FACTURE> <AJOUT REFERENCE A FACTURE ANTERIEURE EN LIGNE (permet de gérer les reprises en ligne, notamment sur factures d'acompte)> <N° de ligne de facture antérieure>|
Détail de l'avis d'expédition |EXT-FR-FE-BG-07|||0..1||<LIGNE DE FACTURE> <Détail de l'avis d'expédition >|
Identifiant de l'avis d'expédition|EXT-FR-FE-140|IDENTIFIANT|X|1..1||<LIGNE DE FACTURE> <Détail de l'avis d'expédition > <Identifiant de l'avis d'expédition>|
Ligne de l'avis d'expédition facturé|EXT-FR-FE-141|IDENTIFIANT||0..1||<LIGNE DE FACTURE> <Détail de l'avis d'expédition > <Ligne de l'avis d'expédition facturé>|
Détail de l'avis de réception à la ligne|EXT-FR-FE-BG-08|||0..1||<LIGNE DE FACTURE> <Détail de l'avis de réception à la ligne>|
Identifiant du bon de réception|EXT-FR-FE-142|IDENTIFIANT|X|1..1||<LIGNE DE FACTURE> <Détail de l'avis de réception à la ligne> <Identifiant du bon de réception>|
Ligne du bon de réception facturé|EXT-FR-FE-143|IDENTIFIANT||0..1||<LIGNE DE FACTURE> <Détail de l'avis de réception à la ligne> <Ligne du bon de réception facturé>|
Détail de l'ordre de Vente à la ligne|EXT-FR-FE-BG-09|||0..1||<LIGNE DE FACTURE> <Détail de l'ordre de Vente à la ligne>|
Identifiant de l'ordre de vente à la ligne|EXT-FR-FE-144|IDENTIFIANT|X|1..1||<LIGNE DE FACTURE> <Détail de l'ordre de Vente à la ligne> <Identifiant de l'ordre de vente à la ligne>|
Ligne de de l'ordre de vente facturé|EXT-FR-FE-145|IDENTIFIANT||0..1||<LIGNE DE FACTURE> <Détail de l'ordre de Vente à la ligne> <Ligne de de l'ordre de vente facturé>|
Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)|EXT-FR-FE-BG-10|||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)>|
Identifiant global du lieu de livraison à la ligne|EXT-FR-FE-146|IDENTIFIANT||0..n||<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Identifiant global du lieu de livraison à la ligne>|
Identifiant du schéma de l'identifiant global du lieu de livraison|EXT-FR-FE-148|IDENTIFIANT||0..1||<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Identifiant global du lieu de livraison à la ligne> <Identifiant du schéma de l'identifiant global du lieu de livraison>|
Nom du lieu de livraison (si different entête)|EXT-FR-FE-149|TEXTE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-20 : TRONQUER A 100 Caractères@@@@@@Si la longueur de la donnée fait plus de 100 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 100 premiers caractères à gauche et supprimer au delà|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Nom du lieu de livraison (si different entête)>|100
Adresse postale de livraison à la ligne|EXT-FR-FE-150|||0..1|BR-FR-MAP-11 : Adresse de Livraison@@@@@@Si EXT-FR-FE-157 est présent, il y a une Adresse de Livraison en ligne et il faut renseigner tous les champs présents du groupe Adresse de Livraison (EXT-FR-FE-BG-10) sauf l'identifiant global du lieu (EXT-FR-FE-146, EXT-FR-FE-148) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (EXT-FR-FE-151), du Code postal (EXT-FR-FE-154) ou Localité (EXT-FR-FE-155), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Adresse postale de livraison à la ligne>|
Ligne Adresse 1 (si différent entête)|EXT-FR-FE-151|TEXTE||0..1|BR-FR-MAP-11 : Adresse de Livraison@@@@@@Si EXT-FR-FE-157 est présent, il y a une Adresse de Livraison en ligne et il faut renseigner tous les champs présents du groupe Adresse de Livraison (EXT-FR-FE-BG-10) sauf l'identifiant global du lieu (EXT-FR-FE-146, EXT-FR-FE-148) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (EXT-FR-FE-151), du Code postal (EXT-FR-FE-154) ou Localité (EXT-FR-FE-155), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Adresse postale de livraison à la ligne> <Ligne Adresse 1 (si différent entête)>|255
Ligne adresse 2 (si différent entête)|EXT-FR-FE-152|TEXTE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Adresse postale de livraison à la ligne> <Ligne adresse 2 (si différent entête)>|255
Ligne Adresse 3 (si différent entête)|EXT-FR-FE-153|TEXTE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Adresse postale de livraison à la ligne> <Ligne Adresse 3 (si différent entête)>|255
Ville de livraison (si différent entête)|EXT-FR-FE-154|TEXTE||0..1|BR-FR-MAP-11 : Adresse de Livraison@@@@@@Si EXT-FR-FE-157 est présent, il y a une Adresse de Livraison en ligne et il faut renseigner tous les champs présents du groupe Adresse de Livraison (EXT-FR-FE-BG-10) sauf l'identifiant global du lieu (EXT-FR-FE-146, EXT-FR-FE-148) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (EXT-FR-FE-151), du Code postal (EXT-FR-FE-154) ou Localité (EXT-FR-FE-155), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Adresse postale de livraison à la ligne> <Ville de livraison (si différent entête)>|255
Code Postal de livraison (si différent entête)|EXT-FR-FE-155|TEXTE||0..1|BR-FR-MAP-11 : Adresse de Livraison@@@@@@Si EXT-FR-FE-157 est présent, il y a une Adresse de Livraison en ligne et il faut renseigner tous les champs présents du groupe Adresse de Livraison (EXT-FR-FE-BG-10) sauf l'identifiant global du lieu (EXT-FR-FE-146, EXT-FR-FE-148) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (EXT-FR-FE-151), du Code postal (EXT-FR-FE-154) ou Localité (EXT-FR-FE-155), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-19 : TRONQUER A 10 Caractères@@@@@@Si la longueur de la donnée fait plus de 10 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 10 premiers caractères à gauche et supprimer au delà|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Adresse postale de livraison à la ligne> <Code Postal de livraison (si différent entête)>|10
Subdivision Pays (si différent entête)|EXT-FR-FE-156|TEXTE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-17 : TRONQUER A 255 Caractères@@@@@@Si la longueur de la donnée fait plus de 255 caractères @@@ALORS pour la même donnée à reporter dans le flux 1 @@@Il ne faut conserver que les 255 premiers caractères à gauche et supprimer au delà|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Adresse postale de livraison à la ligne> <Subdivision Pays (si différent entête)>|255
Code Pays (si différent entête)|EXT-FR-FE-157|CODE|X|1..1|BR-FR-MAP-11 : Adresse de Livraison@@@@@@Si EXT-FR-FE-157 est présent, il y a une Adresse de Livraison en ligne et il faut renseigner tous les champs présents du groupe Adresse de Livraison (EXT-FR-FE-BG-10) sauf l'identifiant global du lieu (EXT-FR-FE-146, EXT-FR-FE-148) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (EXT-FR-FE-151), du Code postal (EXT-FR-FE-154) ou Localité (EXT-FR-FE-155), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-14 : Code Pays@@@@@@Les Codes Pays des DOM/COM ci-dessous doivent être remplacés par FR dans les flux 1 et 10@@@@@@Guyane française (la ) => GF@@@Terres australes françaises (les) TF@@@Guadeloupe (la) => GP@@@Guyana (le) => GY@@@Martinique (la) =>MQ@@@Mayotte => YT@@@Réunion (La) =>RE@@@Saint-Barthélemy => BL@@@Saint-Martin (partie française) => MF@@@Saint-Pierre-et-Miquelon => PM|<LIGNE DE FACTURE> <Détail de l'adresse de livraison à la ligne (Gestion du multi livraison)> <Adresse postale de livraison à la ligne> <Code Pays (si différent entête)>|
Détail sur la livraison réelle|EXT-FR-FE-BG-11|||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <Détail sur la livraison réelle>|
Date de livraison à la ligne valeur|EXT-FR-FE-158|DATE||0..1|BR-FR-03 : Date entre 2000 et 2099@@@@@@L'année d'une date DOIT ETRE comprise entre 2000 et 2099	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <Détail sur la livraison réelle> <Date de livraison à la ligne valeur>|
PERIODE DE FACTURATION D'UNE LIGNE|BG-26|||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <PERIODE DE FACTURATION D'UNE LIGNE>|
Date de début de période de facturation d'une ligne|BT-134|DATE||0..1|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-23 : Format Date@@@@@@Dans le flux 10.0, les dates sont au format AAAMMJJ@@@DONC, pour les flux 2, 8, et 9 sous syntaxe UBL, il faut supprimer les "-"@@@EXEMPLE : 2025-02-12 devient 20250212|<LIGNE DE FACTURE> <PERIODE DE FACTURATION D'UNE LIGNE> <Date de début de période de facturation d'une ligne>|
Date de fin de période de facturation d'une ligne|BT-135|DATE||0..1|BR-FR-03 : Date entre 2000 et 2099@@@@@@L'année d'une date DOIT ETRE comprise entre 2000 et 2099	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)	BR-FR-MAP-23 : Format Date@@@@@@Dans le flux 10.0, les dates sont au format AAAMMJJ@@@DONC, pour les flux 2, 8, et 9 sous syntaxe UBL, il faut supprimer les "-"@@@EXEMPLE : 2025-02-12 devient 20250212|<LIGNE DE FACTURE> <PERIODE DE FACTURATION D'UNE LIGNE> <Date de fin de période de facturation d'une ligne>|
REMISE DE LIGNE DE FACTURE|BG-27|||0..n|BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<LIGNE DE FACTURE> <REMISE DE LIGNE DE FACTURE>|
