campo,business_term,spiegazione,obbligatorio,numerosità,condizionalità,calcolo,offset,lunghezza,xmlpath,level,segment_group,msg_pos,segment,segment_name,segment_status,segment_max_rep,component_pos,component_type,component,component_name,component_m_c,component_format,element_repr,element_name,code_list
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALI/4183,HEADER,SG15,0590,ALI,Additional information,C,5,030,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALI/4183,HEADER,SG15,0590,ALI,Additional information,C,5,040,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALI/4183,HEADER,SG15,0590,ALI,Additional information,C,5,050,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALI/4183,HEADER,SG15,0590,ALI,Additional information,C,5,060,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALI/4183,HEADER,SG15,0590,ALI,Additional information,C,5,070,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG16/RFF/C506,HEADER,SG16,0610,RFF,Reference,M,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG16/DTM/C507,HEADER,SG16,0620,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
QTY.C186,QTY::C186 QUANTITY DETAILS,Composite used in segment QTY (Quantity).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG17/QTY/C186,HEADER,SG17,0640,QTY,Quantity,M,1,010,COMPOSITE,C186,QUANTITY DETAILS,M,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG17/RNG/6167,HEADER,SG17,0650,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG17/RNG/C280,HEADER,SG17,0650,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
PCD.C501,PCD::C501 PERCENTAGE DETAILS,Composite used in segment PCD (Percentage details).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG18/PCD/C501,HEADER,SG18,0670,PCD,Percentage details,M,1,010,COMPOSITE,C501,PERCENTAGE DETAILS,M,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG18/RNG/6167,HEADER,SG18,0680,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG18/RNG/C280,HEADER,SG18,0680,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG19/MOA/C516,HEADER,SG19,0700,MOA,Monetary amount,M,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG19/RNG/6167,HEADER,SG19,0710,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG19/RNG/C280,HEADER,SG19,0710,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
RTE.C128,RTE::C128 RATE DETAILS,Composite used in segment RTE (Rate details).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG20/RTE/C128,HEADER,SG20,0730,RTE,Rate details,M,1,010,COMPOSITE,C128,RATE DETAILS,M,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG20/RNG/6167,HEADER,SG20,0740,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG20/RNG/C280,HEADER,SG20,0740,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
TAX.5283,Duty/tax/fee function qualifier,DUTY/TAX/FEE FUNCTION QUALIFIER (in segment TAX Duty/tax/fee details).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG21/TAX/5283,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,010,ELEMENT,5283,DUTY/TAX/FEE FUNCTION QUALIFIER,M,an..3,an..3,Duty/tax/fee function qualifier,
TAX.C241,TAX::C241 DUTY/TAX/FEE TYPE,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG21/TAX/C241,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,020,COMPOSITE,C241,DUTY/TAX/FEE TYPE,C,,,,
TAX.C533,TAX::C533 DUTY/TAX/FEE ACCOUNT DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG21/TAX/C533,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,030,COMPOSITE,C533,DUTY/TAX/FEE ACCOUNT DETAIL,C,,,,
TAX.5286,Duty/tax/fee assessment basis,DUTY/TAX/FEE ASSESSMENT BASIS (in segment TAX Duty/tax/fee details).,NO,1,,,,an..15,/EDIFACT/INVOIC/HEADER/SG21/TAX/5286,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,040,ELEMENT,5286,DUTY/TAX/FEE ASSESSMENT BASIS,C,an..15,an..15,Duty/tax/fee assessment basis,
TAX.C243,TAX::C243 DUTY/TAX/FEE DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG21/TAX/C243,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,050,COMPOSITE,C243,DUTY/TAX/FEE DETAIL,C,,,,
TAX.5305,"Duty/tax/fee category, coded","DUTY/TAX/FEE CATEGORY, CODED (in segment TAX Duty/tax/fee details).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG21/TAX/5305,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,060,ELEMENT,5305,"DUTY/TAX/FEE CATEGORY, CODED",C,an..3,an..3,"Duty/tax/fee category, coded",
TAX.3446,Party tax identification number,PARTY TAX IDENTIFICATION NUMBER (in segment TAX Duty/tax/fee details).,NO,1,,,,an..20,/EDIFACT/INVOIC/HEADER/SG21/TAX/3446,HEADER,SG21,0760,TAX,Duty/tax/fee details,M,1,070,ELEMENT,3446,PARTY TAX IDENTIFICATION NUMBER,C,an..20,an..20,Party tax identification number,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG21/MOA/C516,HEADER,SG21,0770,MOA,Monetary amount,C,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
RCS.7293,Sector/subject identification qualifier,SECTOR/SUBJECT IDENTIFICATION QUALIFIER (in segment RCS Requirements and conditions).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG22/RCS/7293,HEADER,SG22,0790,RCS,Requirements and conditions,M,1,010,ELEMENT,7293,SECTOR/SUBJECT IDENTIFICATION QUALIFIER,M,an..3,an..3,Sector/subject identification qualifier,
RCS.C550,RCS::C550 REQUIREMENT/CONDITION IDENTIFICATION,Composite used in segment RCS (Requirements and conditions).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG22/RCS/C550,HEADER,SG22,0790,RCS,Requirements and conditions,M,1,020,COMPOSITE,C550,REQUIREMENT/CONDITION IDENTIFICATION,C,,,,
RCS.1229,"Action request/notification, coded","ACTION REQUEST/NOTIFICATION, CODED (in segment RCS Requirements and conditions).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG22/RCS/1229,HEADER,SG22,0790,RCS,Requirements and conditions,M,1,030,ELEMENT,1229,"ACTION REQUEST/NOTIFICATION, CODED",C,an..3,an..3,"Action request/notification, coded",
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG22/RFF/C506,HEADER,SG22,0800,RFF,Reference,C,5,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG22/DTM/C507,HEADER,SG22,0810,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
FTX.4451,Text subject qualifier,TEXT SUBJECT QUALIFIER (in segment FTX Free text).,SI,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG22/FTX/4451,HEADER,SG22,0820,FTX,Free text,C,5,010,ELEMENT,4451,TEXT SUBJECT QUALIFIER,M,an..3,an..3,Text subject qualifier,"AAA=Goods description | AAB=Terms of payments | AAC=Dangerous goods additional information | AAD=Dangerous goods, technical name | AAE=Acknowledgement description | AAF=Rate additional information | AAG=Party instructions | AAH=Customs information | AAI=General information | AAJ=Additional conditions of sale/purchase | AAK=Price conditions | AAL=Goods dimensions in characters | AAM=Equipment re-usage restrictions | AAN=Handling restriction | AAO=Error description (free text) | AAP=Response (free text) | AAQ=Package content's description | AAR=Terms of delivery | AAS=Bill of lading remarks | AAT=Mode of settlement information | AAU=Consignment invoice information | AAV=Clearance invoice information | AAW=Letter of credit information | AAX=License information | AAY=Certification statements | AAZ=Additional export information | ABA=Tariff statements | ABC=Conditions of sale or purchase | ABD=Nature of transaction | ABE=Additional terms and/or conditions (documentary credit) | ABF=Instructions or information about standby documentary credit | ABG=Instructions or information about partial shipment(s) | ABH=Instructions or information about transhipment(s) | ABI=Additional handling instructions documentary credit | ABJ=Domestic routing information | ABK=Chargeable category of equipment | ABL=Government information | ABM=Onward routing information | ABN=Accounting information | ABO=Discrepancy information | ABP=Confirmation instructions | ABQ=Method of issuance | ABR=Documents delivery instructions | ABS=Additional conditions | ABT=Information/instructions about additional amounts covered | ABU=Deferred payment termed additional | ABV=Acceptance terms additional | ABW=Negotiation terms additional | ABX=Document name and documentary requirements | ABY=Regulatory information | ABZ=Instructions/information about revolving documentary credit | ACA=Documentary requirements | ACB=Additional information | ACC=Factor assignment clause | ACD=Reason | ACE=Dispute | ACF=Additional attribute information | ACG=Absence declaration | ACH=Aggregation statement | ACI=Compilation statement | ACJ=Definitional exception | ACK=Privacy statement | ACL=Quality statement | ACM=Statistical description | ACN=Statistical definition | ACO=Statistical name | ACP=Statistical title | ACQ=Off-dimension information | ACR=Unexpected stops information | ACS=Principles | ACT=Terms and definition | ACU=Segment name | ACV=Simple data element name | ACW=Scope | ACX=Message type name | ACY=Introduction | ACZ=Glossary | ADA=Functional definition | ADB=Examples | ADC=Cover page | ADE=Code value name | ADF=Code list name | ADG=Clarification of usage | ADH=Composite data element name | ADI=Field of application | ALC=Allowance/charge information | ALL=All documents | ARR=Arrival conditions | AUT=Authentication | BLC=Bill of lading clause | BLR=Transport document remarks | CCI=Customs clearance instructions | CEX=Customs clearance instructions export | CHG=Change information | CIP=Customs clearance instruction import | CLP=Clearance place requested | CLR=Loading remarks | COI=Order information | CUR=Customer remarks | CUS=Customs declaration information | DAR=Damage remarks | DCL=Declaration | DEL=Delivery information | DIN=Delivery instructions | DOC=Documentation instructions | DUT=Duty declaration | EUR=Effective used routing | FBC=First block to be printed on the transport contract | GBL=Government bill of lading information | GEN=Entire transaction set | GS7=Further information concerning GGVS par. 7 | HAN=Handling instructions | HAZ=Hazard information | ICN=Information for consignee | IIN=Insurance instructions | IMI=Invoice mailing instructions | IND=Commercial invoice item description | INS=Insurance information | INV=Invoice instruction | IRP=Information for railway purpose | ITR=Inland transport details | ITS=Testing instructions | LIN=Line item | LOI=Loading instruction | MCO=Miscellaneous charge order | MKS=Additional marks/numbers information | ORI=Order instruction | OSI=Other service information | PAC=Packing/marking information | PAI=Payment instructions information | PAY=Payables information | PKG=Packaging information | PKT=Packaging terms information | PMD=Payment detail/remittance information | PMT=Payment information | PRD=Product information | PRF=Price calculation formula | PRI=Priority information | PUR=Purchasing information | QIN=Quarantine instructions | QQD=Quality demands/requirements | QUT=Quotation instruction/information | RAH=Risk and handling information | REG=Regulatory information | RET=Return to origin information | REV=Receivables | RQR=Requested routes/routing instructions | RQT=Tariffs and route requested | SAF=Safety information | SIC=Sender's instruction to carrier | SIN=Special instructions | SLR=Ship line requested | SPA=Special permission for transport, generally | SPG=Special permission concerning the goods to be transported | SPH=Special handling | SPP=Special permission concerning package | SPT=Special permission concerning transport means | SRN=Subsidiary risk number (IATA/DGR) | SSR=Special service request | SUR=Supplier remarks | TCA=Tariff and class applied | TDT=Transport details remarks | TRA=Transportation information | TRR=Requested tariff | TXD=Tax declaration | WHI=Warehouse instruction/information | ZZZ=Mutually defined | B=Back order only if new item (book industry - not yet | F=Factory ship | N=No back order | W=Warehouse ship | Y=Back order if out of stock | BK=Ship partial - balance back order | CD=Cancel if not delivered by date | DA=Do not deliver after | DB=Do not deliver before | DD=Deliver on date | IS=Substitute item | P1=No schedule established | P2=Ship as soon as possible | SC=Ship complete order | SF=Ship partial, if no freight rate increase | SP=Ship partial - balance cancel"
FTX.4453,"Text function, coded","TEXT FUNCTION, CODED (in segment FTX Free text).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG22/FTX/4453,HEADER,SG22,0820,FTX,Free text,C,5,020,ELEMENT,4453,"TEXT FUNCTION, CODED",C,an..3,an..3,"Text function, coded",
FTX.C107,FTX::C107 TEXT REFERENCE,Composite used in segment FTX (Free text).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG22/FTX/C107,HEADER,SG22,0820,FTX,Free text,C,5,030,COMPOSITE,C107,TEXT REFERENCE,C,,,,
FTX.C108,FTX::C108 TEXT LITERAL,Composite used in segment FTX (Free text).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG22/FTX/C108,HEADER,SG22,0820,FTX,Free text,C,5,040,COMPOSITE,C108,TEXT LITERAL,C,,,,
FTX.3453,"Language, coded","LANGUAGE, CODED (in segment FTX Free text).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG22/FTX/3453,HEADER,SG22,0820,FTX,Free text,C,5,050,ELEMENT,3453,"LANGUAGE, CODED",C,an..3,an..3,"Language, coded",
AJT.4465,"Adjustment reason, coded","ADJUSTMENT REASON, CODED (in segment AJT Adjustment details).",SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG23/AJT/4465,HEADER,SG23,0840,AJT,Adjustment details,M,1,010,ELEMENT,4465,"ADJUSTMENT REASON, CODED",M,an..3,an..3,"Adjustment reason, coded",
AJT.1082,Line item number,LINE ITEM NUMBER (in segment AJT Adjustment details).,NO,1,,,,n..6,/EDIFACT/INVOIC/HEADER/SG23/AJT/1082,HEADER,SG23,0840,AJT,Adjustment details,M,1,020,ELEMENT,1082,LINE ITEM NUMBER,C,n..6,n..6,Line item number,
FTX.4451,Text subject qualifier,TEXT SUBJECT QUALIFIER (in segment FTX Free text).,SI,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG23/FTX/4451,HEADER,SG23,0850,FTX,Free text,C,5,010,ELEMENT,4451,TEXT SUBJECT QUALIFIER,M,an..3,an..3,Text subject qualifier,"AAA=Goods description | AAB=Terms of payments | AAC=Dangerous goods additional information | AAD=Dangerous goods, technical name | AAE=Acknowledgement description | AAF=Rate additional information | AAG=Party instructions | AAH=Customs information | AAI=General information | AAJ=Additional conditions of sale/purchase | AAK=Price conditions | AAL=Goods dimensions in characters | AAM=Equipment re-usage restrictions | AAN=Handling restriction | AAO=Error description (free text) | AAP=Response (free text) | AAQ=Package content's description | AAR=Terms of delivery | AAS=Bill of lading remarks | AAT=Mode of settlement information | AAU=Consignment invoice information | AAV=Clearance invoice information | AAW=Letter of credit information | AAX=License information | AAY=Certification statements | AAZ=Additional export information | ABA=Tariff statements | ABC=Conditions of sale or purchase | ABD=Nature of transaction | ABE=Additional terms and/or conditions (documentary credit) | ABF=Instructions or information about standby documentary credit | ABG=Instructions or information about partial shipment(s) | ABH=Instructions or information about transhipment(s) | ABI=Additional handling instructions documentary credit | ABJ=Domestic routing information | ABK=Chargeable category of equipment | ABL=Government information | ABM=Onward routing information | ABN=Accounting information | ABO=Discrepancy information | ABP=Confirmation instructions | ABQ=Method of issuance | ABR=Documents delivery instructions | ABS=Additional conditions | ABT=Information/instructions about additional amounts covered | ABU=Deferred payment termed additional | ABV=Acceptance terms additional | ABW=Negotiation terms additional | ABX=Document name and documentary requirements | ABY=Regulatory information | ABZ=Instructions/information about revolving documentary credit | ACA=Documentary requirements | ACB=Additional information | ACC=Factor assignment clause | ACD=Reason | ACE=Dispute | ACF=Additional attribute information | ACG=Absence declaration | ACH=Aggregation statement | ACI=Compilation statement | ACJ=Definitional exception | ACK=Privacy statement | ACL=Quality statement | ACM=Statistical description | ACN=Statistical definition | ACO=Statistical name | ACP=Statistical title | ACQ=Off-dimension information | ACR=Unexpected stops information | ACS=Principles | ACT=Terms and definition | ACU=Segment name | ACV=Simple data element name | ACW=Scope | ACX=Message type name | ACY=Introduction | ACZ=Glossary | ADA=Functional definition | ADB=Examples | ADC=Cover page | ADE=Code value name | ADF=Code list name | ADG=Clarification of usage | ADH=Composite data element name | ADI=Field of application | ALC=Allowance/charge information | ALL=All documents | ARR=Arrival conditions | AUT=Authentication | BLC=Bill of lading clause | BLR=Transport document remarks | CCI=Customs clearance instructions | CEX=Customs clearance instructions export | CHG=Change information | CIP=Customs clearance instruction import | CLP=Clearance place requested | CLR=Loading remarks | COI=Order information | CUR=Customer remarks | CUS=Customs declaration information | DAR=Damage remarks | DCL=Declaration | DEL=Delivery information | DIN=Delivery instructions | DOC=Documentation instructions | DUT=Duty declaration | EUR=Effective used routing | FBC=First block to be printed on the transport contract | GBL=Government bill of lading information | GEN=Entire transaction set | GS7=Further information concerning GGVS par. 7 | HAN=Handling instructions | HAZ=Hazard information | ICN=Information for consignee | IIN=Insurance instructions | IMI=Invoice mailing instructions | IND=Commercial invoice item description | INS=Insurance information | INV=Invoice instruction | IRP=Information for railway purpose | ITR=Inland transport details | ITS=Testing instructions | LIN=Line item | LOI=Loading instruction | MCO=Miscellaneous charge order | MKS=Additional marks/numbers information | ORI=Order instruction | OSI=Other service information | PAC=Packing/marking information | PAI=Payment instructions information | PAY=Payables information | PKG=Packaging information | PKT=Packaging terms information | PMD=Payment detail/remittance information | PMT=Payment information | PRD=Product information | PRF=Price calculation formula | PRI=Priority information | PUR=Purchasing information | QIN=Quarantine instructions | QQD=Quality demands/requirements | QUT=Quotation instruction/information | RAH=Risk and handling information | REG=Regulatory information | RET=Return to origin information | REV=Receivables | RQR=Requested routes/routing instructions | RQT=Tariffs and route requested | SAF=Safety information | SIC=Sender's instruction to carrier | SIN=Special instructions | SLR=Ship line requested | SPA=Special permission for transport, generally | SPG=Special permission concerning the goods to be transported | SPH=Special handling | SPP=Special permission concerning package | SPT=Special permission concerning transport means | SRN=Subsidiary risk number (IATA/DGR) | SSR=Special service request | SUR=Supplier remarks | TCA=Tariff and class applied | TDT=Transport details remarks | TRA=Transportation information | TRR=Requested tariff | TXD=Tax declaration | WHI=Warehouse instruction/information | ZZZ=Mutually defined | B=Back order only if new item (book industry - not yet | F=Factory ship | N=No back order | W=Warehouse ship | Y=Back order if out of stock | BK=Ship partial - balance back order | CD=Cancel if not delivered by date | DA=Do not deliver after | DB=Do not deliver before | DD=Deliver on date | IS=Substitute item | P1=No schedule established | P2=Ship as soon as possible | SC=Ship complete order | SF=Ship partial, if no freight rate increase | SP=Ship partial - balance cancel"
